"FAC_CODE","FAC_NAME","FAC_DESCRIPTION","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","Cat_Ix","SCat_Ix","Date of last change","DIGEST Status","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","Equivalence_FC","Equivalence_AC","Equivalence_AV","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"AL116","Calvary Cross","A structure, mounted on a pedestal, composed of an upright member with a shorter horizontal member centered at approximately two thirds of the height of the upright member.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL120","Missile Site","An area with related facilities for storing and launching missiles.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL121","Anti-Aircraft Artillery Sites","Anti-Aircraft Artillery (AAA) sites, defined as areas with related facilities (e.g., buildings, radar equipment - code as AT045 if known) for storing and launching artillery shall be captured as AL121 - Anti-Aircraft Artillery Site.  This f_code is for artillery only - for missiles, see AL120 - Missile Site.  Buildings within the site shall be coded as AL015 in Population with BFC = 8 (Military Admin./Ops. Bldg.) and other known attributes as applicable.  Capture the site using surrounding walls, if available.",,,,,,,,,,,"A","AL",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Feature cited in EUVMAP Specification but not in FACC 2.1 or earlier.",,,,,,,,,,,,,,
"AL130","US-Monument  UK-Monument/Folly","A structure erected or maintained as a memorial to a person or event.  (See also AL025 and AL090)",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL135","Native Settlement ","A concentration of native dwellings, generally of the hut type, which are not usually of substantial construction.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL140","Particle Accelerator","An apparatus for imparting high velocities to charged particles.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL141","Telescope","An apparatus used for observing distant objects or phenomena.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL155","Overhead Obstruction Location ","An undelineated obstruction location such as underpasses, overhead pipelines, building overhangs, and other covered traveled ways.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL165","Pipeline Or Pipe Crossing Point","A traversable site extending across a pipeline or pipe that acts as a passageway for cross country movement of vehicles or troops.",,,,,,,,,,,"A","AL",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Feature Level Data Base (FACS Migration)",,,,,,,,,,,,,,
"AL170","Plaza/City Square ","An open area which serves as a public square in a city or town.  (See also AK120)",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL195","Ramp ","An inclined plane usually man-made for moving between two levels.  (See also BB220 and BB240)",,,,,,,,,,,"A","AL",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Add reference to BB220 Ramp (Maritime)",,,,,,,,,,,,,,
"AL200","Ruins ","The deteriorated remains of an unspecified structure.  (See also AL012)",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL201","Historic Site/Point of Interest","Site or area declared to be of national or provincial historical significance or interest, maintained for the public.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL208","Shanty Town","A dense concentration of crude, improvised dwellings made from salvaged materials, usually located on the outskirts of cities and having few, if any, streets and no public facilities.",,,,,,,,,,,"A","AL",2001/12/12 0:00:00,0,"US","FWP 10","2.2","New Feature","Feature Level Data Base (FACS Migration)","GE: That feature is redundant. The same is expressed by AL 105 + PPT 002
US: Modelling for our databases indicates the need to differentiate AL208 and AL209 at the feature level and to avoid using ppt for this purpose.
Discuss at 1/03 FACCWP.",,,,,,,,,,,,,
"AL209","Tent Encampment","An encampment of people housed in tents.",,,,,,,,,,,"A","AL",2002/03/26 0:00:00,0,"US","FWP 10","2.2","New Feature","Feature Level Data Base (FACS Migration)","US: Modelling for our databases indicates the need to differentiate AL208 and AL209 at the feature level and to avoid using ppt for this purpose.
Discuss at 1/03 FACCWP.",,,,,,,,,,,,,
"AL210","Snow Shed/Rock Shed","A shelter build to protect a section of road or railroad from snow/rock slides.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL215","Special Area","A significant cultural feature area or entity, prominent due to its radar reflecting potential.",,,,,,,,,,,"A","AL",2001/12/12 0:00:00,53,"US",,"NAT","National Feature","Feature Level Data Base (FACS Migration)","GE: Should be rejected, since there is obviously no difference with regard to ZB 070 Precise Radar Significant Location 
US: Since this was to be a direct port of a US FACS feature, it will be best to keep as a US National rather then modify it, we need an exact match.",,,,,,,,,,,,,
"AL220","US-Steeple   UK-Steeple/Spire","A structure usually ending in a sharp point and which may be erected on a roof of a building.",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL240","Tower (Non-Communication)","A relatively tall structure which may be used for observation, support, or storage, etc.  (See also AF030, AM080, AQ060, and BI050)",,,,,,,,,,,"A","AL",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Add 'or' before 'storage'.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"AL241","Tower (General)","A relatively tall structure of undefined purpose.",,,,,,,,,,,"A","AL",1998/04/02 0:00:00,0,"DE",,"2.0A",,,,,,,,,,,,,,,,
"AL250","Underground Dwelling ","Underground living quarters.  (See also AL040)",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL260","Wall  ","A solid man-made barrier of heavy material used as an enclosure or boundary or for protection.  (See also AL070)",,,,,,,,,,,"A","AL",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AL502","Radio Telescope","Building with a parabolic receiving dish for receiving electro-magnetic radiation from space.",,,,,,,,,,,"A","AL",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AL503","Milestone","Stone erected at the roadside, stating distances in miles and being of historico-cultural importance.",,,,,,,,,,,"A","AL",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AL504","Mast","Vertical construction having a supporting or load-bearing function.",,,,,,,,,,,"A","AL",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AM010","Depot (Storage) ","An area used for the storage of products or supplies.  (See also AB000)",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM011","Storage Container","A closed structure used for the storage and containment of solid, liquid or gaseous materials.  (See also AM020, AM070, and AM080)",,,,,,,,,,,"A","AM",2000/01/21 0:00:00,0,"GE",,"2.1","Version 2.1:New Feature",,"US-Rex:  I changed name to ""Storage Building"" to better match the definition.  Germany originally proposed: ""storage tank/reservoir""  but this conflicts with AM070 Tank and BH130 Reservoir.",,,,,,,,,,,,,
"AM020","Grain Bin/Silo","An enclosed container, used for storing grain or fodder.  (See also AM011, AM070, and AM080)",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM030","Grain Elevator ","A tall structure, equipped for loading, unloading, processing and storing grain.",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM031","Timber Yard  ","An open area for the storage of wooden lumber and timbers.",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM040","US-Mineral Pile   UK-Mineral Pile/Mineral Tip","A man-made heap of mining or quarrying products excluding waste materials.  (See also AB000)",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM041","Slag or Spoil Heap","Hill of refuse from a mine, industrial plant, etc. on land.",,,,,,,,,,,"A","AM",1999/05/20 0:00:00,7,"US",,"WDR","Withdrawn","To permit mapping S-57 attribute CATPRA.  This S-57 value specifically represents a single, individual refuse pile which may be easily and quickly recognized when used as a reference for navigation.   
AB000 US-Disposal Site/Waste Pile UK-Refuse Tip/Slag Heap won't work as it is defined as an area and not a point.  
AM040 US-Mineral Pile UK-Mineral Pile/Mineral Tip won't work as its definition specifically excludes waste material.
UK:  DISCUSS NO  Problem appreciated, but consider removing the “area” restriction from AB000 instead.  UK would use AB000 anyway, and let the product indicate whether it is area or point.  A point is still an area at a larger scale.  Given the “land restriction proposed for AM041, there is am implied mixed concept in AB000 for which the UK names would only apply to land use, but maybe the US name could apply to water use.  The definition makes no restriction.  
CZ: 
     a) The definition generally should not limit the geometric type except where the feature really can not be anything else at any resolution or scale. e.g. trigonometric point cannot be nothing but point.
     b) It is impossible to say what is waste and what is raw material. What is waste for you today can be a raw material for me tomorrow. The material should be simply an attribute not part of feature definition.
US:  YES  This is a new addition to S-57 for Edition 3.1.  This solution was suggested because we need a feature to represent a new type of conspicuous landmark used as a reference for marine navigation, a single refuse pile.  The US and CA when working this issue in May, labored under the understanding that the FACC WP would not entertain any changes to definitions which would fundamentally alter the object such as removing the word ""area"".  I (Buckley) would really prefer to reword AB000, perhaps replacing ""Area"" with ""Site"" or something similar, but I don't see how we can handle both the mandate that the refuse be in only one pile (not many piles) and that it exclude a refuse pile in the water.  This feature needs to be compatible with the S-57 definition for  ENC to DNC conversions.  
If this feature is not approved the US will turn it into a US national code and  those nations  working with both DNCs and ENCs will then need to share a US national code with no input into the configuration control.  This is a situation I would at all costs prefer to avoid.  If only one nation will ever use it, then it probably should be a national code, however in this case several nations will ultimately be using and sharing it.  For that reason alone, it belongs in FACC.
GE:  NO The justification is not sound. First, it is a question of scale, and second AB000 is not defined as an „area feature“. That would not be possible due to the rule „...should not specify if the feature is an area, point or line feature“.
IT:   NO  According with the rules FACC should not specify if the feature is an area, point or line feature.  On IT understanding the AB000 definition does not give any feature type restriction (point, area or line feature).
US:  Withdrawn since mods made to AB000 eliminate need for this feature..",,,,,,,,,,,,,,
"AM060","Storage Bunker/Storage Mound","A structure which may be covered or surrounded with earth which is resistant to ordnance where materials or products are stored.  (See also AH050)",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM070","Tank ","A container used for the storage of liquids or gases.  (See also AM011, AM020, and AM080)",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM071","Tank Farm","An area in which a number of large-capacity tanks are located, generally used for crude oil or petroleum.",,,,,,,,,,,"A","AM",2002/09/09 0:00:00,2,"UH",,"AML","New Feature","Requested by UK to support their development of the Additional Military Layers (AML) Products.",,,,,,,,,,,,,,
"AM080","Water Tower","An elevated container and its supporting structure used to hold water.  (See also AM011, AM020, and AM070)",,,,,,,,,,,"A","AM",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AM501","Storage Container/Storage Building","An unspecified device for storing solid, liquid or gaseous substances.",,,,,,,,,,,"A","AM",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AM510","Prekladište","N/A",,,,,,,,,,,"A","AM",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"AM580","Vodárenské Zarízení","N/A",,,,,,,,,,,"A","AM",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"AN010","US-Railroad  UK-Railway","A rail or set of parallel rails on which a train or tram runs.",,,,,,,,,,,"A","AN",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove reference to AN090 - doesn't exist.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"AN050","US-Railroad Siding/Railroad Spur UK-Railway Siding/Railway Spur","A stretch of railroad tracks connected to the main track by switch(es) - used for temporary storage and loading/unloading.",,,,,,,,,,,"A","AN",1998/06/24 0:00:00,0,"WP",,"2.0A",,"Remove space after d'.  Ruffhead Mil Survey.
",,,,,,,,,,,,,,
"AN060","US-Railroad Yard/Marshalling Yard UK-Railway Yard/Marshalling Yard","A system of tracks within defined limits, and associated features, provided for loading/unloading and assembling trains.",,,,,,,,,,,"A","AN",2000/08/07 0:00:00,0,"WP",,"2.1","Version 2.1: Added UK English version of name",,,,,,,,,,,,,,,
"AN065","Railhead","A location where materials can be loaded or unloaded from railroad wagons.",,,,,,,,,,,"A","AN",1998/04/02 0:00:00,0,"DE",,"2.0A",,,"Also Spain",,,,,,,,,,,,,
"AN075","US-Railroad Turntable  UK-Railway Turntable","A rotating platform with railroad tracks used for turning locomotives or cars/carriages.",,,,,,,,,,,"A","AN",1998/06/24 0:00:00,0,"WP",,"2.1","Version 2.1: Modified UK English version of name","Add 's' to 'track'.  Buckley NIMA/IPS",,,,,,,,,,,,,,
"AN080","US-Railroad Switch    UK-Railway Points","A location on a railroad at which rails may be switched to permit access to another line.",,,,,,,,,,,"A","AN",2000/08/07 0:00:00,0,"WP",,"2.1","Version 2.1: Modified UK English version of name",,,,,,,,,,,,,,,
"AN514","Railtrack (with no info on the railroad line)","Railtrack of track transport means, including trackage and the sections on overpasses and in underpasses (tunnels), with no information on the railroad line itself.",,,,,,,,,,,"A","AN",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AN517","Railroad Line","Specified single-track or two-track section of the rail network, designated by a name and a number and having a starting point and an end point.",,,,,,,,,,,"A","AN",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AN575","Návestidlo","N/A",,,,,,,,,,,"A","AN",2000/09/06 0:00:00,53,"CZ",,"NAT","National Feature",,,,,,,,,,,,,,,
"AP010","Cart Track  ","An unimproved roadway.",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP020","US-Interchange  UK-Interchange/Complex Junction","A connection designed to provide traffic access from one road to another.",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP030","Road ","An open way maintained for vehicular use.",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP031","Road Section","A section of roadway to be described with identical attribute values in accordance with STANAGs 2253 and 2257.  (See also AP030)",,,,,,,,,,,"A","AP",2000/01/21 0:00:00,7,"GE",,"WDR","Withdrawn","Proposed by Germany (Kant)."," While reviewing STANAGs 2253 and 2257, Germany found that it is not possible to translate all permanent geo information into FACC codes following these STANAGs.",,,,,,,,,,,,,
"AP032","Road or Highway Ramp","A section of a road interchange connecting two or more roads or highways at different levels by means of an inclined roadway.",,,,,,,,,,,"A","AP",2002/09/05 0:00:00,0,"US","FWP 09","2.2","New Feature","Needed to support UVMAP production",,,,,,,,,,,,,,
"AP040","Gate","A barrier which controls passage to a road, railroad, tunnel, or bridge.",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP041","Barrier ","A permanent obstruction placed across a route to prevent vehicular traffic.",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP050","US-Trail  UK-Trail/Footpath","A path worn by the passage of people or animals.",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP060","Drove","Wide track on the land's surface due to the regular movement of animal herds (e.g. sheep, cattle).",,,,,,,,,,,"A","AP",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AP501","Path","Light surface or unimproved terrain strip designed for vehicles and/or pedestrians.",,,,,,,,,,,"A","AP",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AP524","Traffic Junction Point","Level or not level node resulting from the junction of two or more traffic lines.",,,,,,,,,,,"A","AP",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AP534","Road Structure","Made-up traffic line, primarily for motor vehicles, including the sections on overpasses and in underpasses (tunnels), with no information on the carriageway itself.",,,,,,,,,,,"A","AP",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AP537","Carriageway","Made-up area within a road structure, divided up into lanes, primarily designed for use by moving traffic. The carriageway also includes light-surface margins and smaller separating strips, emergency lanes and slow-moving vehicle lanes.  Accompanying footpaths and cycleways are also considered part of the carriageway if they are not separated from it by a space of more than 3 m.",,,,,,,,,,,"A","AP",2000/10/19 0:00:00,53,"GE",,"NAT","National Feature",,,,,,,,,,,,,,,
"AQ010","US-Aerial Cableway Lines/Ski Lift Lines  UK-Aerial Cableway Lines/Ski Lift Cables","Cables which are strung between elevated supports as part of a conveyor system on which cars, buckets, or other carrier units are suspended.  (See also AF020)",,,,,,,,,,,"A","AQ",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
"AQ020","Aerial Cableway Pylon/Ski Pylon","A tower supporting steel cables which convey cars, buckets, or other suspended carrier units.",,,,,,,,,,,"A","AQ",1997/01/01 0:00:00,0,,,"2.0",,,,,,,,,,,,,,,,
