"ATT_CODE","DIGEST Status","US","CA","UK","FR","BE","NL","GE","SE","CZ","IT","ATT_NAME","ATT_DESCRIPTION","ATT_TYPE","ATT_FORMAT","ATT_LENGTH","MIN_VAL","MAX_VAL","Date of last change","Source of Proposed Change","Approval Notes","Report Number","Change History","Justification","Comments","US Comments","CA Comments","UK Comments","FR Comments","BE Comments","NL Comments","GE Comments","SE Comments","CZ Comments","IT Comments"
"BRR",0,,,,,,,,,,,"Bearing and Reciprocal Category","True course of a vessel in 0.1 degree increments, when proceeding along a track or route, followed by its reciprocal bearing (i.e. 053.1-233.1).","Text","ASCII Text",11,,,1998/06/24 0:00:00,"WP",,"2.1","Version 2.1: Modified increments from N/A to 0.1 to match definition.","Change ie. to I.e.    Buckley NIMA/IPS",,,,,,,,,,,
"BRS",0,,,,,,,,,,,"Bearing From Seaward","True course of a vessel when proceeding from seaward along a track or course.","Numeric","Floating Point",1,0.00,360.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BRT",0,,,,,,,,,,,"Bottom Return Track Number","Identifies track number.","Numeric","Short Integer",1,,,1998/04/02 0:00:00,"US",,"2.0A",,"Maximum Characters applies only to text attributes and is not applicable to numerics.
Changed due to the transition to a database.",,,,,,,,,,,
"BRW",0,,,,,,,,,,,"Bottom Return Wreck Classification","Tabulates bottom return wreck.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BSC",0,,,,,,,,,,,"Bridge/Bridge Superstructure Category","Structural design characteristics.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,"GE: Yes",,,,,,,,,,
"BSM",0,,,,,,,,,,,"Bridge Span Mobility","Identifies bridge spans that move in some manner allowing passage underneath the span.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BSN",0,,,,,,,,,,,"Bridge Serial Number","Unique number associated with a bridge which is used to identify the bridge in other national or intelligence databases.","Text","ASCII Text",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BSP",0,,,,,,,,,,,"Bridge Span Category","Identifies type of moveable span.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"WP",,"2.0A",,"Removed  ""(used for AQ045 when BSM=1)""  from definition.
",,,,,,,,,,,
"BSR",0,,,,,,,,,,,"Bottom Return Seabed Inst.","True course of a vessel when proceeding from seaward along a track or course.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BSS",0,,,,,,,,,,,"Building Superstructure Shape","Classification of types of building superstructures which extend above the general roofline of a structure.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","Breakout of multiconcept attributes.  In this case values relating to shapes of building superstrustures from the general list of structure shapes (SST) since the shapes of building superstructures are distinct from the shapes of buildings.",,,,,,,,,,,
"BST",0,,,,,,,,,,,"Boundary Status Type","Identifies the status of a boundary.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BTC",0,,,,,,,,,,,"Beacon/Buoy Type Category","Type buoy or beacon.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BUD",0,,,,,,,,,,,"Brush/Undergrowth Density Code","Density of brush or undergrowth.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BUT",0,,,,,,,,,,,"Buoy Type Category","Type of buoy.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.  Also to break out the concept of Buoys from Beacons that are combined under BTC.
",,,,,,,,,,,
"BVL",0,,,,,,,,,,,"Bank Vegetation Left","Density of vegetation found on the downstream left bank.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BVR",0,,,,,,,,,,,"Bank Vegetation Right","Density of vegetation found on the downstream right bank.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"BWL",0,,,,,,,,,,,"Below Water Bank Slope (Left)","Slope (in percent) of the left bank under the water facing downstream.","Numeric","Short Integer",1,,,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: Removed range limits of +/- 90%.","Remove range limits of +/- 90%.  Many banks are steeper than that.","UK:  YES Please check for backward compatibility presentation.
GE:  YES
IT:  YES",,,,,,,,,,
"BWR",0,,,,,,,,,,,"Below Water Bank Slope (Right)","Slope (in percent) of the right bank under the water facing downstream.","Numeric","Short Integer",1,,,1999/05/20 0:00:00,"US",,"2.1","Version 2.1: Removed range limits of +/- 90%.","Remove range limits of +/- 90%.  Many banks are steeper than that.","UK:  YES Please check for backward compatibility presentation.
GE:  YES
IT:  YES",,,,,,,,,,
"C01",0,,,,,,,,,,,"Fuel Containers Capacity","The capacity of each fuel tank or container containing fuel.","Numeric","Long Integer",1,,,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Required for FACS migration of legacy data to FACC for FLDB and GIDI population.","GE: Yes, but:  What feature do you have in mind?  AM070 Tank (CAP Capacity would be sufficient then) or GB108 (new)?
US: Intended for use with GB108.  Intended to avoid the structured format associated with CAP.  Modified description to make it more generic while still maintaining the association with fuel.",,,,,,,,,,
"C60",0,,,,,,,,,,,"Rate of Current (IHO)","Rate of current flow at tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C61",0,,,,,,,,,,,"Rate of Current (1) (IHO)","Rate of current flow 1 hour after tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C62",0,,,,,,,,,,,"Rate of Current (2) (IHO)","Rate of current flow 2 hours after tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C63",0,,,,,,,,,,,"Rate of Current (3) (IHO)","Rate of current flow 3 hours after tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C64",0,,,,,,,,,,,"Rate of Current (4) (IHO)","Rate of current flow 4 hours after tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C65",0,,,,,,,,,,,"Rate of Current (5) (IHO)","Rate of current flow 5 hours after tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C66",0,,,,,,,,,,,"Rate of Current (6) (IHO)","Rate of current flow 6 hours after tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C67",0,,,,,,,,,,,"Rate of Current (7) (IHO)","Rate of current flow 5 hours before tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C68",0,,,,,,,,,,,"Rate of Current (8) (IHO)","Rate of current flow 4 hours before tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C69",0,,,,,,,,,,,"Rate of Current (9) (IHO)","Rate of current flow 3 hours before tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C70",0,,,,,,,,,,,"Rate of Current (10) (IHO)","Rate of current flow 2 hours before tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C71",0,,,,,,,,,,,"Rate of Current (11) (IHO)","Rate of current flow 1 hour before tide reference level.","Numeric","Floating Point",1,,,1998/04/02 0:00:00,"CA",,"2.0A",,"Addition or modification required for mapping IHO S-57 to FACC.
",,,,,,,,,,,
"C80",0,,,,,,,,,,,"Rate of Current","Rate of current flow at high water.","Numeric","Floating Point",1,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"C81",0,,,,,,,,,,,"Rate of Current (1)","Rate of current flow 1 hour after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C82",0,,,,,,,,,,,"Rate of Current (2)","Rate of current flow 2 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C83",0,,,,,,,,,,,"Rate of Current (3)","Rate of current flow 3 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C84",0,,,,,,,,,,,"Rate of Current (4)","Rate of current flow 4 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C85",0,,,,,,,,,,,"Rate of Current (5)","Rate of current flow 5 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C86",0,,,,,,,,,,,"Rate of Current (6)","Rate of current flow 6 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C87",0,,,,,,,,,,,"Rate of Current (7)","Rate of current flow 7 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C88",0,,,,,,,,,,,"Rate of Current (8)","Rate of current flow 8 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C89",0,,,,,,,,,,,"Rate of Current (9)","Rate of current flow 9 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C90",0,,,,,,,,,,,"Rate of Current (10)","Rate of current flow 10 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"C91",0,,,,,,,,,,,"Rate of Current (11)","Rate of current flow 11 hours after high water.","Numeric","Floating Point",1,,,1998/06/24 0:00:00,"US",,"2.0A",,"Add Space before (.    Buckley NIMA/IPS",,,,,,,,,,,
"CAA",0,,,,,,,,,,,"Controlling Authority Category","Indicates the level or type of organization or authority responsible for a feature.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","FWP 09","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes, but two occurrences of CAA003!
US: Thanks, cleaned up the duplicates.",,,,,,,,,,
"CAB",0,,,,,,,,,,,"Cable Classification","Classifies the function of a cable.","Coded","Short Integer",1,0.00,999.00,2000/08/07 0:00:00,"WP",,"2.1","Version 2.1: Modified definition from ""Tabulates the kind of transmission."" to ""Classifies the Function of a Cable""",,,,,,,,,,,,
"CAC",0,,,,,,,,,,,"Collection Attribute Category","Classifies the collection criteria.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CAP",0,,,,,,,,,,,"Capacity","The capacity of a feature.  Units will be qualified using a structured text approach, e.g. 100 (cars)[per hour] where the unit is in parentheses ( ) and a qualifier is in brackets[ ].","Structured Text","ASCII Text",80,,,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CCA",0,,,,,,,,,,,"Constriction/Expansion Category","The type of a constriction or expansion.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CCC",0,,,,,,,,,,,"Color Code Category","Color of the sea floor, light, buoy, structure, or other feature.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"Change etc. to or other feature in definition.
",,,,,,,,,,,
"CCR",0,,,,,,,,,,,"Color Code Remarks","Textual description of unique aspects of buoy or beacon coloring.","Text","Lexical",256,,,1998/04/02 0:00:00,"US",,"2.0A",,"Required for DNC to cover unusual color patterns not captured by CCC.
",,,,,,,,,,,
"CDA",0,,,,,,,,,,,"Covered Drain Attribute","Condition where an artificial or improved natural drainage way is completely covered over and connects open drainage ways at each end.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CDL",0,,,,,,,,,,,"Covered Drain Length","Length of covered drainage way.","Numeric","Short Integer",1,-32767.00,32767.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CDP",0,,,,,,,,,,,"Calendar Date Type","The type of report or activity.","Coded","Short Integer",1,0.00,999.00,1998/06/24 0:00:00,,,"2.0",,,,,,,,,,,,,
"CDV",0,,,,,,,,,,,"Calendar Date Value","The calendar date as specified by ISO 8601.","Date","ASCII Text",8,,,1998/04/02 0:00:00,"US",,"2.0A",,"Maximum number of characters must be expressed as a number only.  The concept of 8 digits is inherent in referencing ISO 8601.  Also the current database expects a numeric value in the Field Length field.
CDV","US proposal.  
UK probably concur but would like to discuss.",,,,,,,,,,
"CEF",0,1,,1,,,1,1,1,1,,"Cultural or Educational Facility","Encodes one or more facilities or buildings which provide or support either cultural or educational services.","Coded","Short Integer",1,0.00,999.00,2003/02/24 0:00:00,"US","2003-10-17","2.2","New Attribute","Breakout of multiconcept attributes i.e. BFC","GE: Yes
FR: Combine with proposed PSF and GFC  as all are too similar to completely differentiate.
US: Disagree, they are distinct concepts.  
RCB: We need to discuss.",,,"The attribute definition includes plurals and as the attribute could apply to a single building or facility, suggest rewording to “Encodes one or more facilities or buildings which……..” .
If we are using English (UK) spellings and definitions, suggest “Sportsplex” (CEF 009) changed to should be “Sports Centre”; and CEF 010 should be spelt “Sports Centre”
Slash should be removed from CEF 005, change to “University or College”",,,"I think ""Municipal Hall"" (CEF008) is better positioned in the enumeration of the new proposed Government Facility Category (GFC).
As the justification of this proposal is the ""breakout of multiconcept attributes"" we should also transform ""Shopping Centre"" (BFC122) to CEFxxx code.",,,,
"CET",0,,,,,,,,,,,"Cut/Embankment Type Category","Identifies the number of sides that are used as a cut or an embankment.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CFC",0,,,,,,,,,,,"Corrections Facility","Encodes facilities or buildings which are used to incarcerate prisoners serving terms of punishment detention, awaiting trial or other judiciary proceedings or awaiting further processing by authorities such as ilegal immigrants awaiting deportation.","Coded","Short Integer",1,0.00,999.00,2002/09/05 0:00:00,"US","30April2003","2.2","New Attribute","Breakout of multiconcept attributes i.e. USE and EXS","GE: Yes",,,,,,,,,,
"CFD",0,,,,,,,,,,,"Cultural Feature Density","The measure of the concentration of buildings and other cultural features within the delineation of this feature.","Numeric","Short Integer",1,0.00,100.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
"CFT",0,,,,,,,,,,,"Boundary Configuration Type Code","Nature of the feature or condition serving as the origin of a boundary.","Coded","Short Integer",1,0.00,999.00,2003/05/01 0:00:00,"US","30April 2003","2.2","New Attribute","For several years producing and collecting agencies have had problems adquately classifying boundary information within a FACC based geospatial environment without error, confusion or loss.  This proposed attribute was a result of a study by the US (NIMA and Dept of State) with representation from the UK {Foreign Office}.",,,,,,,,,,,
"CHA",0,,,,,,,,,,,"Light Characteristic Category","The sequence, grouping, and distinctive character of a light.","Coded","Short Integer",1,0.00,999.00,1998/04/02 0:00:00,"US",,"2.0A",,"add a before light    Buckley NIMA/IPS",,,,,,,,,,,
"CHL",0,,,,,,,,,,,"Channel Number","The channel representing the frequency assigned by the controlling authority.","Text","ASCII Text",80,,,1998/06/24 0:00:00,"US",,"2.0A",,"Lower case of c on channel.    Buckley NIMA/IPS",,,,,,,,,,,
"CHT",0,,,,,,,,,,,"Channel Type","Categories of navigational channels.  (See also BH191)","Coded","Short Integer",1,0.00,999.00,1999/12/15 0:00:00,"WP",,"2.1","Version 2.1: New Attribute","Required to support addition of BH191 by delineating channel type.",,,,,,,,,,,
"CIC",0,,,,,,,,,,,"Color Intensity Category","Identifies the intensity of color.","Coded","Short Integer",1,0.00,999.00,1997/01/01 0:00:00,,,"2.0",,,,,,,,,,,,,
